ConsumptionPerSqFt
0.7956896
0.7956896
0.6336538
0.535407
0.7341629
0.6412699
1.229167
1.05
1.196923
1.196923
2.266351
1.11139
1.271875
0.4117064
0.4117064
0.7410072
0.8535714
0.8976
0.8454054
0.8454054
0.8877738
0.03355705
0.8289902
0.987785
0.6897394
0.9771987
1
0.6742671
0.6441368
0.6441368
0.4202638
0.5195195
0.5195195
0.03990228
0.2627119
0.7067797
0.01547231
0.01710098
1.025735
0.004885993
0.57314
0.7977208
1.838164
1.323671
1.088551
1.025974
1.025974
0.6003521
0.3558052
0.8653169
0.6765327
0.6765327
0.1632302
1.815459
1.815459
0.8409764
1.86044
1.339539
0.9223856
0.9223856
0.9583333
0.9583333
0.9583333
1.20682
0.7431438
1.124317
0.8675914
1.9825
1.9825
1.279964
0.7281818
0.6365384
0.6365384
0.8527607
0.7485632
1.057992
0.5833333
0.9545454
1.890517
1.890517
0.9019231
0.4692257
1.13914
1.230159
2.699898
1.195175
0.5471429
0.6471795
0.6471795
1.798157
0.990625
2.553571
2.553571
0.3359712
0.4399277
0.4399277
1.190789
0.8988096
0.6928
1.643243
1.643243
1.089461
1.86359
1.448465
0.9964094
1.199039
0.7872024
0.7872024
1.027126
0.9338235
0.7915952
0.1406699
0.6576402
1.272222
1.258102
0.3893678
1.179054
1.179054
0.8635898
0.594834
0.594834
1.341346
0.7598214
0.7598214
0.7598214
0.5040323
0.8694534
1.39802
1.122667
0.3663004
1.032878
1.032878
0.5578513
0.5578513
1.093972
0.7082552
0.7432432
0.7432432
1.16779
3.010535
3.010535
1.319
1.358974
1.689685
1.689685
1.219678
1.508361
1.358378
0.982899
0.9747557
0.7711726
0.7711726
1.404808
1.186157
1.186157
0.9530628
0.9530628
1.747812
1.747812
1.207637
1.207637
0.7979316
0.7979316
0.3460621
0.3460621
0.8965791
0.8965791
0.7279236
0.7279236
1.747812
1.747812
1.323787
1.323787
0.8162291
0.8162291
0.8512331
0.8512331
1.216388
1.216388
1.206842
1.206842
0.9554495
0.9554495
1.313445
1.313445
0.9459029
0.9459029
1.076372
1.076372
1.056484
1.056484
1.232299
1.232299
1.14638
1.14638
0.5815434
0.5815434
0.8448687
0.8448687
1.012729
1.012729
0.4749403
0.4749403
1.296738
1.296738
0.8615752
0.8615752
1.667462
1.667462
1.76611
1.76611
0.8719172
0.8719172
0.7836118
0.7836118
1.346858
1.346858
1.099443
1.099443
1.167064
1.167064
0.9761336
0.9761336
1.008751
1.008751
1.054893
1.054893
1.633254
1.633254
1.368337
1.368337
1.119332
1.119332
0.5258552
0.5258552
0.5823389
0.5823389
1.171838
1.171838
0.7939538
0.7939538
1.240255
1.240255
0.8766905
0.8766905
1.47494
1.47494
0.8941925
0.8941925
0.4200477
0.4200477
1.020684
1.020684
0.7263325
0.7263325
1.299125
1.299125
0.5887033
0.5887033
1.207637
1.207637
1.495625
1.495625
1.221161
1.221161
1.272076
1.272076
0.9681782
0.9681782
1.508353
1.508353
1.267303
1.267303
2.301512
2.301512
1.455052
1.455052
1.157518
1.157518
1.393795
1.393795
0.903739
0.903739
2.620968
0.8743676
0.5236593
1.273723
1.409396
1.318404
1.621336
0.9315961
1.5057
0.8232899
1.076547
1.700326
1.700326
1.033573
0.2972973
